file_id,split,transcript,corpus,match_ratio,template
clip_03340,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02906,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_09195,test,see you next time on spold,UNKNOWN,0.4286,maybe tomorrow it will be cold
clip_02982,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_10549,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09969,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_04779,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_01493,train,im all my way to the meeting,CREMA-D,0.9091,im on my way to the meeting
clip_07666,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_06156,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10206,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01406,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10591,train,thats exactly what happened,CREMA-D,0.9643,that is exactly what happened
clip_10566,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_09046,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_09050,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_06681,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07490,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_06683,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07845,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06042,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01743,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08321,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_05181,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08091,train,surface is slick,CREMA-D,0.8889,the surface is slick
clip_04331,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01457,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01459,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06939,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_08276,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10443,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06802,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04700,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_10192,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_09900,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09730,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09802,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00789,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03809,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_04404,train,airplane is almost full,CREMA-D,0.92,the airplane is almost full
clip_08008,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_09871,train,so were living a clock,UNKNOWN,0.5,i would like a new alarm clock
clip_10329,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04586,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00305,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02408,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02326,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07822,train,the service is slick,CREMA-D,0.85,the surface is slick
clip_01815,train,come on my way to the meeting,CREMA-D,0.9286,im on my way to the meeting
clip_03617,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00947,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_10515,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02893,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_01425,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04310,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_00847,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09637,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_04210,train,i was like a new alarm clock,CREMA-D,0.8966,i would like a new alarm clock
clip_04199,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_05596,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_08882,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_10076,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01231,train,well stop at a couple of minutes,CREMA-D,0.9375,well stop in a couple of minutes
clip_08825,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_05518,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03766,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00473,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_06468,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02689,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_02703,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09248,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01280,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07201,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_08658,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03606,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03929,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_08329,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_08552,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02171,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10823,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_10684,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_01670,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09549,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_07699,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09502,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_01963,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_01934,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10871,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_00139,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_06664,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10739,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00050,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_06651,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03129,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_08599,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07749,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04935,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00914,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_00917,train,well have it at clock,UNKNOWN,0.5294,its 11 oclock
clip_06819,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_06826,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_02286,train,say the word cease,TESS,1.0,say the word
clip_09840,train,say the word dog,TESS,1.0,say the word
clip_08644,train,say the word finn,TESS,1.0,say the word
clip_06686,train,say the word keg,TESS,1.0,say the word
clip_01312,train,say the word burn,TESS,1.0,say the word
clip_00151,train,say the word gaze,TESS,1.0,say the word
clip_06369,train,say the word third,TESS,1.0,say the word
clip_10227,train,say the word near,TESS,1.0,say the word
clip_10487,train,say the word red,TESS,1.0,say the word
clip_05528,train,say the word boat,TESS,1.0,say the word
clip_04265,train,say the word sheep,TESS,1.0,say the word
clip_04347,train,say the word germ,TESS,1.0,say the word
clip_05521,train,say the word south,TESS,1.0,say the word
clip_10546,train,say the word chain,TESS,1.0,say the word
clip_00280,train,say the word numb,TESS,1.0,say the word
clip_06132,train,say the word thin,TESS,1.0,say the word
clip_07112,train,say the word sheep,TESS,1.0,say the word
clip_02227,train,say the word rose,TESS,1.0,say the word
clip_08908,train,say the word name,TESS,1.0,say the word
clip_05491,train,say the word juice,TESS,1.0,say the word
clip_05115,train,say the word live,TESS,1.0,say the word
clip_08779,train,say the word perch,TESS,1.0,say the word
clip_07671,train,say the word turn,TESS,1.0,say the word
clip_08345,train,say the word third,TESS,1.0,say the word
clip_09623,train,say the word thin,TESS,1.0,say the word
clip_08211,train,say the word youth,TESS,1.0,say the word
clip_07254,train,say the word pad,TESS,1.0,say the word
clip_05055,train,say the word deb,TESS,1.0,say the word
clip_04484,train,say the word search,TESS,1.0,say the word
clip_10010,train,say the word half,TESS,1.0,say the word
clip_05014,train,say the word neat,TESS,1.0,say the word
clip_03202,train,say the word gaze,TESS,1.0,say the word
clip_05691,train,say the word lore,TESS,1.0,say the word
clip_01490,train,say the word wag,TESS,1.0,say the word
clip_02087,train,say the word bone,TESS,1.0,say the word
clip_05141,train,say the word rose,TESS,1.0,say the word
clip_00959,train,say the word burn,TESS,1.0,say the word
clip_09504,train,say the word came,TESS,1.0,say the word
clip_06844,train,say the word goal,TESS,1.0,say the word
clip_02974,train,say the word pass,TESS,1.0,say the word
clip_05121,train,say the word came,TESS,1.0,say the word
clip_00552,train,say the word perch,TESS,1.0,say the word
clip_06718,train,say the word cheek,TESS,1.0,say the word
clip_04835,train,say the word yes,TESS,1.0,say the word
clip_07346,train,say the word pike,TESS,1.0,say the word
clip_05687,train,say the word which,TESS,1.0,say the word
clip_01259,train,say the word dip,TESS,1.0,say the word
clip_02599,train,say the word cease,TESS,1.0,say the word
clip_10337,train,say the word luck,TESS,1.0,say the word
clip_09117,train,say the word dip,TESS,1.0,say the word
clip_09201,train,say the word south,TESS,1.0,say the word
clip_01419,train,say the word keep,TESS,1.0,say the word
clip_02860,train,say the word dab,TESS,1.0,say the word
clip_06529,train,say the word being,TESS,1.0,say the word
clip_02067,train,say the word half,TESS,1.0,say the word
clip_04480,train,say the word team,TESS,1.0,say the word
clip_08611,train,say the word when,TESS,1.0,say the word
clip_00313,train,say the word dull,TESS,1.0,say the word
clip_09335,train,say the word turn,TESS,1.0,say the word
clip_01785,train,say the word phone,TESS,1.0,say the word
clip_07546,train,say the word talk,TESS,1.0,say the word
clip_03472,train,say the word keen,TESS,1.0,say the word
clip_07458,train,say the word soap,TESS,1.0,say the word
clip_10463,train,say the word time,TESS,1.0,say the word
clip_03897,train,say in the word wire,UNKNOWN,0.5,kids are talking by the door
clip_01821,train,say the word when,TESS,1.0,say the word
clip_00518,train,say the words said,TESS,1.0,say the word
clip_03286,train,say the word rot,TESS,1.0,say the word
clip_10004,train,say the word limb,TESS,1.0,say the word
clip_09386,train,say the word thought,TESS,1.0,say the word
clip_02186,train,say the word doll,TESS,1.0,say the word
clip_04651,train,say the word voice,TESS,1.0,say the word
clip_06818,train,say the word gap,TESS,1.0,say the word
clip_07352,train,say the word rat,TESS,1.0,say the word
clip_00583,train,say the word mess,TESS,1.0,say the word
clip_00150,train,i think ive seen this,CREMA-D,0.8571,i think ive seen this before
clip_02156,train,maybe tomorrow it would be cool,CREMA-D,0.8852,maybe tomorrow it will be cold
clip_08333,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06999,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_04167,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_09410,test,the airplane is almost,CREMA-D,0.898,the airplane is almost full
clip_05810,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_06527,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04679,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_09758,train,that is exactly what happens,CREMA-D,0.9474,that is exactly what happened
clip_07891,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_07415,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_08268,train,dont forget to check,CREMA-D,0.75,dont forget a jacket
clip_07417,train,maybe tomorrow it will be,CREMA-D,0.9091,maybe tomorrow it will be cold
clip_01751,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_10440,train,stop in a couple minutes,CREMA-D,0.8571,well stop in a couple of minutes
clip_05149,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06758,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_07240,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_05257,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02927,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_04066,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04852,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_09933,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01424,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_00581,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02960,train,i love my way to the meeting,CREMA-D,0.9091,im on my way to the meeting
clip_09256,test,i think i have a doctor,CREMA-D,0.7797,i think i have a doctors appointment
clip_07489,train,will stop in a cup of,CREMA-D,0.7547,well stop in a couple of minutes
clip_06678,train,stop in a couple minutes,CREMA-D,0.8571,well stop in a couple of minutes
clip_05227,train,i think ive seen this but,CREMA-D,0.8679,i think ive seen this before
clip_04029,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_07047,train,the services,UNKNOWN,0.5,the surface is slick
clip_06615,train,will stop in a couple of,CREMA-D,0.8214,well stop in a couple of minutes
clip_03706,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_01393,test,well stop in a couple minutes,CREMA-D,0.9508,well stop in a couple of minutes
clip_06774,train,will stop in a couple of minutes,CREMA-D,0.9688,well stop in a couple of minutes
clip_00533,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_05080,train,i would like a new alliance,CREMA-D,0.807,i would like a new alarm clock
clip_05968,test,i wonder what this is a,CREMA-D,0.92,i wonder what this is about
clip_00960,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_03658,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10057,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07070,train,the airplane is almost,CREMA-D,0.898,the airplane is almost full
clip_00439,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04517,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_07393,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09111,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_04486,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05218,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07599,train,i would like a new alarm,CREMA-D,0.8889,i would like a new alarm clock
clip_10517,test,maybe tomorrow it will be,CREMA-D,0.9091,maybe tomorrow it will be cold
clip_06907,train,say the word void,TESS,1.0,say the word
clip_02928,train,say the word join,TESS,1.0,say the word
clip_00417,train,say the word near,TESS,1.0,say the word
clip_02976,train,say the word size,TESS,1.0,say the word
clip_09524,train,say the word white,TESS,1.0,say the word
clip_04044,train,say the word size,TESS,1.0,say the word
clip_10854,train,say the word perch,TESS,1.0,say the word
clip_02690,train,say the word haze,TESS,1.0,say the word
clip_06454,train,say the word join,TESS,1.0,say the word
clip_08993,train,say the word pool,TESS,1.0,say the word
clip_05402,train,say the word kill,TESS,1.0,say the word
clip_07592,train,say the word cell,TESS,1.0,say the word
clip_02573,train,say the word burn,TESS,1.0,say the word
clip_03861,train,say the word love,TESS,1.0,say the word
clip_01390,train,say the word bath,TESS,1.0,say the word
clip_07374,train,say the word higher,TESS,1.0,say the word
clip_08483,train,say the word mode,TESS,1.0,say the word
clip_08484,train,say the word love,TESS,1.0,say the word
clip_03963,train,say the word red,TESS,1.0,say the word
clip_06496,train,say the word home,TESS,1.0,say the word
clip_06186,train,say the word tool,TESS,1.0,say the word
clip_10641,train,say the word lease,TESS,1.0,say the word
clip_00226,train,say the word door,TESS,1.0,say the word
clip_08181,train,say the word gas,TESS,1.0,say the word
clip_05564,train,say the word goose,TESS,1.0,say the word
clip_02874,train,say the word read,TESS,1.0,say the word
clip_04684,train,say the word hush,TESS,1.0,say the word
clip_01113,train,say the words said,TESS,1.0,say the word
clip_03008,train,say the word check,TESS,1.0,say the word
clip_07289,train,say the word check,TESS,1.0,say the word
clip_10687,train,say the word pass,TESS,1.0,say the word
clip_06828,train,say the word note,TESS,1.0,say the word
clip_04849,train,say the word road,TESS,1.0,say the word
clip_00353,train,say the word neat,TESS,1.0,say the word
clip_06605,train,say the word whip,TESS,1.0,say the word
clip_08702,train,say the word nice,TESS,1.0,say the word
clip_07920,train,say the word tell,TESS,1.0,say the word
clip_10226,train,say the word jail,TESS,1.0,say the word
clip_03244,train,say the word sure,TESS,1.0,say the word
clip_00465,train,say the word good,TESS,1.0,say the word
clip_07356,train,say the word merge,TESS,1.0,say the word
clip_04180,train,say the word check,TESS,1.0,say the word
clip_07611,train,say the word pick,TESS,1.0,say the word
clip_07596,train,say the word rush,TESS,1.0,say the word
clip_06924,train,say the word chief,TESS,1.0,say the word
clip_01792,train,say the word rain,TESS,1.0,say the word
clip_05036,train,say the word lean,TESS,1.0,say the word
clip_03675,train,say the word tool,TESS,1.0,say the word
clip_01437,train,say the word tough,TESS,1.0,say the word
clip_03920,train,say the word match,TESS,1.0,say the word
clip_05709,train,say the word tough,TESS,1.0,say the word
clip_08513,train,say the word pass,TESS,1.0,say the word
clip_10454,train,say the word long,TESS,1.0,say the word
clip_05742,train,say the word keg,TESS,1.0,say the word
clip_09963,train,say the word walk,TESS,1.0,say the word
clip_08017,train,say the word pike,TESS,1.0,say the word
clip_02474,train,say the word wire,TESS,1.0,say the word
clip_10286,train,say the word back,TESS,1.0,say the word
clip_08428,train,say the word pass,TESS,1.0,say the word
clip_02972,train,say the word rain,TESS,1.0,say the word
clip_01857,train,say the word rush,TESS,1.0,say the word
clip_05458,train,say the word read,TESS,1.0,say the word
clip_07519,train,say the word limb,TESS,1.0,say the word
clip_05487,train,say the word lean,TESS,1.0,say the word
clip_06572,train,say the word sees,TESS,1.0,say the word
clip_10122,train,say the word ton,TESS,1.0,say the word
clip_05031,train,say the word goal,TESS,1.0,say the word
clip_01029,train,say the word king,TESS,1.0,say the word
clip_10476,train,say the word reach,TESS,1.0,say the word
clip_10713,train,say the word whole,TESS,1.0,say the word
clip_05823,train,say the word late,TESS,1.0,say the word
clip_04979,train,say the word right,TESS,1.0,say the word
clip_00747,train,say the word ton,TESS,1.0,say the word
clip_03184,train,say the word hurl,TESS,1.0,say the word
clip_00041,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05977,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_07453,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_05353,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_00871,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_10315,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_08480,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_05052,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_08340,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_02590,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_08347,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06319,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05978,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_08671,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_00435,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01545,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_04991,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03150,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01571,train,the airplane is almost cold,CREMA-D,0.8889,the airplane is almost full
clip_01164,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_09246,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10011,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07549,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02903,test,its a black rock,UNKNOWN,0.6207,its 11 oclock
clip_06595,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01868,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10475,train,the airplane is almost cool,CREMA-D,0.8889,the airplane is almost full
clip_05570,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03778,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_07530,train,and all my way to the meeting,CREMA-D,0.8214,im on my way to the meeting
clip_03268,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09449,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_09249,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_05071,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06122,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06356,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05340,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02311,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_07327,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_05575,train,im all my way to the meeting,CREMA-D,0.9091,im on my way to the meeting
clip_04524,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_01251,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_10055,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_02632,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_00492,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_10644,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07012,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_05708,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_06126,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_00263,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07937,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07946,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06361,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03544,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02577,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_09218,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06206,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_08952,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_06199,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_05208,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_08150,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_05236,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05199,train,maybe tomorrow will be cold,CREMA-D,0.9474,maybe tomorrow it will be cold
clip_06205,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04680,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03461,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_08714,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05695,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05116,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_04456,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_08667,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04413,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08421,train,i would like to do alarm clock,CREMA-D,0.8667,i would like a new alarm clock
clip_06180,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01848,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06815,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_02237,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10339,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_00265,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03083,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06350,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07584,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06182,train,ill stop in a couple of minutes,CREMA-D,0.9524,well stop in a couple of minutes
clip_02547,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02554,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_09786,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09337,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_10275,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03021,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05253,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02510,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_00804,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_00814,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09903,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_07639,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07627,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00530,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07898,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_09740,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01090,train,well stop at a couple of minutes,CREMA-D,0.9375,well stop in a couple of minutes
clip_09307,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09327,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10274,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10262,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03477,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09883,test,will stop in a couple of minutes,CREMA-D,0.9688,well stop in a couple of minutes
clip_08688,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07223,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07224,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02800,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_01034,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03439,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
